bleu,bertscore,bertscore_p,bertscore_r,IoU,Coverage (target words),delta,word
0.07031010461784548,0.7185981571674347,0.7187771201133728,0.7185194790363312,1.0,1.0,0,экспресс
0.037230266787815935,0.6645930608113607,0.6454112529754639,0.6871786912282308,1.0,1.0,0,катран
0.019026547395280195,0.6745115121205648,0.7091657916704813,0.6431459188461304,1.0,1.0,0,мелкий
0.06516743940508023,0.6755008896191915,0.6844719052314758,0.6668297449747721,1.0,1.0,0,скорлупа
0.052002988445026516,0.7328479886054993,0.7276005446910858,0.7383122444152832,1.0,1.0,0,сварочный
0.18124599174057626,0.7602822184562683,0.7569682002067566,0.7636369168758392,1.0,1.0,0,слеза
0.0,0.663426399230957,0.6553430557250977,0.6717115640640259,1.0,1.0,0,месть
0.0554415070147266,0.6515151460965475,0.671224574247996,0.6341907580693563,1.0,1.0,0,дробь
0.042636688448538546,0.6454249024391174,0.6528110206127167,0.638448029756546,1.0,1.0,0,жезл
0.08722049184110141,0.7243227958679199,0.7275125980377197,0.7242927551269531,1.0,1.0,0,компас
0.05195812502884184,0.69780033826828,0.7027633587519327,0.6946413119633993,1.0,1.0,0,шабаш
0.09950357362133044,0.731648325920105,0.7246352136135101,0.7403305470943451,1.0,1.0,0,ювелир
0.13421564849407722,0.7166597247123718,0.7227056622505188,0.7112077077229818,1.0,1.0,0,шпилить
0.08124303964942099,0.6835560500621796,0.6950213313102722,0.6745216846466064,1.0,1.0,0,сухарь
0.05522397783539471,0.6613261699676514,0.6471431851387024,0.6761447787284851,1.0,1.0,0,эпистолярный
0.025995524767959893,0.692928155263265,0.7001797556877136,0.6875465909639994,1.0,1.0,0,символ
0.0818760024509216,0.6877541244029999,0.6913214921951294,0.684586763381958,1.0,1.0,0,убрать
0.016418186840150988,0.65782330930233,0.6476698666810989,0.6693751066923141,1.0,1.0,0,хлыст
0.02970955586540315,0.6249852975209554,0.6355691154797872,0.6156437198321024,1.0,1.0,0,кадра
0.05720386837437006,0.7118403017520905,0.7061555087566376,0.7176529169082642,1.0,1.0,0,мебельный
0.11846244595854234,0.715857207775116,0.7305969297885895,0.7024244368076324,1.0,1.0,0,увязать
0.019787190973133247,0.7096725106239319,0.7444495558738708,0.6780199110507965,1.0,1.0,0,шлем
0.02175890579650533,0.6553837776184082,0.6669974803924561,0.6451971650123596,1.0,1.0,0,центр
0.03866839407882979,0.6871180335680643,0.7019057671229044,0.6734047333399454,1.0,1.0,0,хлопья
0.07986788803078405,0.6432969868183136,0.6416947841644287,0.6465426981449127,1.0,1.0,0,давиться
0.15289280165911193,0.7105832099914551,0.7287520468235016,0.6936023533344269,1.0,1.0,0,королёк
0.0418880258561895,0.6586495935916901,0.680083692073822,0.638610303401947,1.0,1.0,0,сеть
0.03296055493697656,0.686591386795044,0.6731373071670532,0.70174440741539,1.0,1.0,0,судак
0.10500551397106024,0.7441063523292542,0.6965866684913635,0.7987172305583954,1.0,1.0,0,трубач
0.07344292863398998,0.7087211310863495,0.7132497429847717,0.7042517364025116,1.0,1.0,0,рулить
0.03578175460399652,0.6365272204081217,0.6506744027137756,0.6232160528500875,1.0,1.0,0,сведение
0.15411209770110498,0.7494776248931885,0.7591961026191711,0.7400958935419718,1.0,1.0,0,крутить
0.015892356734856984,0.7041759093602499,0.6653957565625509,0.749092678229014,1.0,1.0,0,мара
0.05514892395485582,0.6748048861821493,0.7034252285957336,0.6504145463307699,1.0,1.0,0,узловатый
0.03375648481543116,0.6619893908500671,0.7104568779468536,0.6198323965072632,1.0,1.0,0,лагерный
0.07242036399001897,0.6937691370646158,0.711906373500824,0.6769187450408936,1.0,1.0,0,таблетка
0.05567387847329405,0.7069365084171295,0.7051912248134613,0.7097232788801193,1.0,1.0,0,рука
0.045979621732642056,0.6472905278205872,0.6437475681304932,0.6509940028190613,1.0,1.0,0,другой
0.0547160923738911,0.6969584822654724,0.7164695560932159,0.6791030168533325,1.0,1.0,0,коммерция
0.046918103967608926,0.6695137917995453,0.6727213064829508,0.6683006683985392,1.0,1.0,0,фигура
0.06302626147138626,0.6604406535625458,0.6633629699548086,0.6616237163543701,1.0,1.0,0,шестёрка
0.053493470902615387,0.655779222647349,0.6544220248858134,0.6580487092336019,1.0,1.0,0,ширять
0.04444186869006105,0.7237090468406677,0.7319569289684296,0.7158006429672241,1.0,1.0,0,сиять
0.02562752308356391,0.6084602475166321,0.6452165246009827,0.5759150385856628,1.0,1.0,0,уголок
0.0031450697844438488,0.6861327489217123,0.7008849779764811,0.6817953586578369,1.0,1.0,0,черныш
0.04508648947179341,0.6937228739261627,0.6971208453178406,0.6904256343841553,1.0,1.0,0,ком
0.03727274178061096,0.6832360625267029,0.6993529001871744,0.6716191371281942,1.0,1.0,0,звучать
0.05670084208644751,0.6672073125839233,0.6883594989776611,0.6490039467811585,1.0,1.0,0,дикий
0.08125165710854512,0.7347139716148376,0.7234786152839661,0.7463038563728333,1.0,1.0,0,струя
0.022595062446081303,0.6184938251972198,0.6343729496002197,0.6034176349639893,1.0,1.0,0,шитьё
0.046698830441798705,0.6728407343228658,0.6751588185628256,0.6715129812558492,1.0,1.0,0,лад
0.04230608641189107,0.6743325889110565,0.7000344097614288,0.6515803337097168,1.0,1.0,0,ярлык
0.007909223894160919,0.643050750096639,0.6372617880503336,0.64897620677948,1.0,1.0,0,явка
0.05145052401998283,0.6570738852024078,0.6545590162277222,0.6596178114414215,1.0,1.0,0,чувственный
0.0659752698846556,0.6683169901371002,0.6736553311347961,0.6630766093730927,1.0,1.0,0,латка
0.025706955583023314,0.6635003884633383,0.6781232953071594,0.6500518321990967,1.0,1.0,0,фофан
0.07037600864544338,0.6720238924026489,0.6848698854446411,0.6597773730754852,1.0,1.0,0,кат
0.03951602128376935,0.6813373511487787,0.6789413853125139,0.6848750547929243,1.0,1.0,0,язык
0.002242700662650569,0.6751758456230164,0.7094469666481018,0.6447299420833588,1.0,1.0,0,судить
0.2006060268267463,0.7508713603019714,0.7610070705413818,0.7472155690193176,1.0,1.0,0,заглатывать
0.01840799261179824,0.627607504526774,0.6540317932764689,0.6034043232599894,1.0,1.0,0,рыжий
0.17359502302377944,0.7173824906349182,0.7351311445236206,0.7005618512630463,1.0,1.0,0,жрать
0.07807646168419154,0.6967083811759949,0.7243397235870361,0.6711076498031616,1.0,1.0,0,сойка
0.033755579572250206,0.6563504536946615,0.6257084409395853,0.6904131174087524,1.0,1.0,0,холод
0.022803198467437308,0.629213809967041,0.6521041631698609,0.6084037899971009,1.0,1.0,0,шифр
0.4943793837758814,0.8474010527133942,0.8464356362819672,0.8483713865280151,1.0,1.0,0,слыхать
0.0006915841418753565,0.6223302880922953,0.6517402529716492,0.5957314570744833,1.0,1.0,0,чоканье
0.03681598522359648,0.634721060593923,0.6219057043393453,0.6488101681073507,1.0,1.0,0,медвяный
0.0,0.6314750611782074,0.6144000589847565,0.6495271921157837,1.0,1.0,0,коммерческий
0.1968484761671505,0.8004758656024933,0.7869556248188019,0.8145140111446381,1.0,1.0,0,зарубить
0.04432538683290385,0.6667297780513763,0.664159744977951,0.6693199276924133,1.0,1.0,0,кровля
0.018651656125715795,0.6316502094268799,0.654021605849266,0.6117275208234787,1.0,1.0,0,депо
0.0874293949269238,0.7048555413881937,0.6964221000671387,0.7141140898068746,1.0,1.0,0,чад
0.056417551604947186,0.6786918938159943,0.6766673922538757,0.6807511150836945,1.0,1.0,0,спектр
0.04569923970560919,0.6646445194880167,0.689203143119812,0.6431208650271097,1.0,1.0,0,сверлить
0.14482475827880542,0.7607253988583883,0.7463287115097046,0.7766014337539673,1.0,1.0,0,жалкий
0.03066333668812363,0.6804197132587433,0.6962092816829681,0.6660439372062683,1.0,1.0,0,колосник
