bleu,bertscore,bertscore_p,bertscore_r,IoU,Coverage (target words),delta,word
0.03093683646554359,0.6314058005809784,0.6388298571109772,0.6242546439170837,1.0,1.0,0,косарь
0.031533421913546626,0.6244623064994812,0.6425751209259033,0.608781385421753,1.0,1.0,0,хор
0.031889259814464894,0.6596156239509583,0.6890718817710877,0.6330305457115173,1.0,1.0,0,зелёный
0.03211527255344238,0.6051827073097229,0.6218392848968506,0.5893951654434204,1.0,1.0,0,короб
0.0,0.6205622255802155,0.6066350638866425,0.635206401348114,1.0,1.0,0,матроска
0.023060252048607024,0.6203380823135376,0.6073074638843536,0.6357780992984772,1.0,1.0,0,лев
0.08254384746341416,0.6328143080075582,0.6723149220148722,0.5977354447046915,1.0,1.0,0,драить
0.06053739974736729,0.6568137208620707,0.6731319427490234,0.6423563957214355,1.0,1.0,0,трёпка
0.03214112329821951,0.6044328510761261,0.6106612682342529,0.598455399274826,1.0,1.0,0,цикл
0.0631095271387161,0.6257396638393402,0.6532323062419891,0.6008176207542419,1.0,1.0,0,фон
0.15139647416394764,0.7449948489665985,0.7590984106063843,0.73224937915802,1.0,1.0,0,слеза
0.02578762868184579,0.6449282765388489,0.6188208013772964,0.6736874133348465,1.0,1.0,0,хлыст
0.14128386352314104,0.6865150332450867,0.7128348350524902,0.6620696783065796,1.0,1.0,0,сойка
0.04811463937089181,0.6549763679504395,0.6693157255649567,0.6412400305271149,1.0,1.0,0,дека
0.030494298512547632,0.6062165796756744,0.5956924259662628,0.617700457572937,1.0,1.0,0,жезл
0.11745938909911086,0.7349903583526611,0.7428074479103088,0.7273778319358826,1.0,1.0,0,рулить
0.05961757377531745,0.7102821469306946,0.7172308564186096,0.7035836776097616,1.0,1.0,0,мёрзлый
0.038908151429756586,0.6293371915817261,0.656863808631897,0.6044958631197611,1.0,1.0,0,славный
0.030136067590247208,0.6739809215068817,0.6693984866142273,0.6805710196495056,1.0,1.0,0,скатка
0.03387620054123305,0.6789512038230896,0.696781724691391,0.6621589958667755,1.0,1.0,0,кончать
0.049424399766192145,0.6324775417645773,0.6297782858212789,0.6360657413800558,1.0,1.0,0,узловатый
0.2227311193306498,0.7726694345474243,0.7768612504005432,0.7686929702758789,1.0,1.0,0,жалкий
0.015437275451929106,0.6086483796437582,0.6325524846712748,0.5871761838595072,1.0,1.0,0,скорость
0.0,0.6324475109577179,0.600602924823761,0.6678871810436249,1.0,1.0,0,калина
0.04751833609452977,0.594650387763977,0.6145507097244263,0.5761780738830566,1.0,1.0,0,спора
0.027611988917697356,0.6570018827915192,0.6569910645484924,0.6572981774806976,1.0,1.0,0,табельный
0.03377156414337854,0.735029935836792,0.7316510677337646,0.7384401559829712,1.0,1.0,0,трап
0.0,0.5453026493390402,0.5420133272806803,0.5487851897875468,1.0,1.0,0,точить
0.06904652770947083,0.6728816330432892,0.6520851254463196,0.6966230273246765,1.0,1.0,0,чистилище
0.022045132369538704,0.652692049741745,0.6536327004432678,0.6522055566310883,1.0,1.0,0,колосник
