bleu,bertscore,bertscore_p,bertscore_r,IoU,Coverage (target words),delta,word
0.07304163669865761,0.6269461810588837,0.6201194822788239,0.6339253187179565,1.0,1.0,0,perus
0.0,0.5759926438331604,0.5338103175163269,0.6254135370254517,1.0,1.0,0,paska
0.025198969164913466,0.6076501607894897,0.5951752662658691,0.6211583614349365,1.0,1.0,0,johdattaa
0.023838535102285476,0.6141568720340729,0.6054699420928955,0.623151034116745,1.0,1.0,0,pivo
0.06567274736060395,0.6338339447975159,0.6158046126365662,0.6529508233070374,1.0,1.0,0,hakija
0.49999999999999994,0.8288681507110596,0.8288681507110596,0.8288681507110596,1.0,1.0,0,marakatti
0.05669791110976001,0.6897576451301575,0.66436368227005,0.7171701192855835,1.0,1.0,0,osattaa
0.032836373680301977,0.6168931126594543,0.6121037304401398,0.6223097443580627,1.0,1.0,0,hedelmöitsevä
0.027611988917697356,0.6818084120750427,0.6548182666301727,0.7114006876945496,1.0,1.0,0,puhallus
0.023838535102285476,0.6464579105377197,0.6220160722732544,0.6731490790843964,1.0,1.0,0,kohta
0.10682175159905848,0.6897836327552795,0.6908974647521973,0.6886734366416931,1.0,1.0,0,kipeästi
0.17778351178343482,0.7530609965324402,0.6826291084289551,0.8396989703178406,1.0,1.0,0,kumartaa
0.028398387225677894,0.6199367642402649,0.6216487884521484,0.6182341575622559,1.0,1.0,0,irtainen
0.19716118825581447,0.7155200839042664,0.7123391628265381,0.7187294960021973,1.0,1.0,0,povi
0.10682175159905848,0.6787906885147095,0.6765688061714172,0.6810272932052612,1.0,1.0,0,käsi-kirja
0.033864985683445356,0.6913095116615295,0.6846908330917358,0.6980574131011963,1.0,1.0,0,johdatella
0.0622011737406339,0.6653605997562408,0.652726411819458,0.6802124977111816,1.0,1.0,0,gradi
0.01914603069010251,0.6764876544475555,0.6242780983448029,0.7382733523845673,1.0,1.0,0,oma
0.015892356734856984,0.6178413033485413,0.5917086601257324,0.6483709613482157,1.0,1.0,0,mainio
0.04196114906296548,0.6363815665245056,0.6433748006820679,0.6295387744903564,1.0,1.0,0,kiinni-pitää
0.03917019587518458,0.6654989719390869,0.6515175402164459,0.6803889572620392,1.0,1.0,0,omistaminen
0.02627961710408444,0.6263449192047119,0.6409169435501099,0.6124208569526672,1.0,1.0,0,pois
0.05341087579952924,0.611199676990509,0.6280004680156708,0.5967316031455994,1.0,1.0,0,markka
0.030890553181566974,0.571243405342102,0.5583001375198364,0.5848010778427124,1.0,1.0,0,levitellä
0.05669791110976001,0.6215375661849976,0.6017372608184814,0.6426852941513062,1.0,1.0,0,juuri
0.10682175159905848,0.6724376082420349,0.6854802966117859,0.6598820686340332,1.0,1.0,0,meri-tie
0.09688464563433237,0.6444842219352722,0.661853551864624,0.6280032396316528,1.0,1.0,0,kuolettaa
0.07413166532634358,0.7249232133229574,0.7216994563738505,0.7282770276069641,1.0,1.0,0,perään-katsominen
0.0,0.6171417832374573,0.6125286817550659,0.6218248605728149,1.0,1.0,0,kuuluttaa
0.06735456802159114,0.7116783261299133,0.7061883012453715,0.7173850735028585,1.0,1.0,0,koko
0.0,0.6211124062538147,0.6157578229904175,0.6265609264373779,1.0,1.0,0,halkaista
0.09688464563433237,0.674105703830719,0.6819330453872681,0.6664560437202454,1.0,1.0,0,kaakottaa
0.10682175159905848,0.6888037323951721,0.6555567979812622,0.7256031036376953,1.0,1.0,0,likempää
0.06567274736060395,0.61570143699646,0.588478147983551,0.6455655097961426,1.0,1.0,0,laukka
0.0,0.6245149970054626,0.6178077459335327,0.6313694715499878,1.0,1.0,0,nuoruus
0.06879015101863806,0.6479517966508865,0.6874967366456985,0.6137838661670685,1.0,1.0,0,pari
0.12703318703865366,0.8476429581642151,0.8368494510650635,0.8587184548377991,1.0,1.0,0,hitaus
0.06285596338261262,0.7017216682434082,0.6752740740776062,0.73032546043396,1.0,1.0,0,poistaa
0.023838535102285476,0.6359942853450775,0.6031902432441711,0.6739494204521179,1.0,1.0,0,paiste
0.07502542065058729,0.6227367758750916,0.6328976869583129,0.6146434068679809,1.0,1.0,0,määrä
0.0,0.6320765614509583,0.6366212964057922,0.6275961399078369,1.0,1.0,0,miekka
0.056930253302784645,0.6119695901870728,0.6251909732818604,0.5992956757545471,1.0,1.0,0,pois-leikata
0.028345664894888233,0.6307843029499054,0.625209778547287,0.6384406089782715,1.0,1.0,0,pohja
0.04767707020457095,0.7620576620101929,0.7324473857879639,0.7941628694534302,1.0,1.0,0,ajaminen
0.033864985683445356,0.6813656687736511,0.6664341688156128,0.6969815492630005,1.0,1.0,0,ajaa
0.05522397783539471,0.6537120938301086,0.6537154912948608,0.6537086367607117,1.0,1.0,0,pois-sysätä
0.08745825313180626,0.6395002007484436,0.6867384910583496,0.5983424186706543,1.0,1.0,0,nimin-omattain
0.032670839655988076,0.6379024088382721,0.6189454048871994,0.6590823084115982,1.0,1.0,0,langeta
0.04456882760699063,0.6792569756507874,0.7024604082107544,0.6575374603271484,1.0,1.0,0,lähemmä
0.04257741878567508,0.6812960803508759,0.6486533284187317,0.7173989415168762,1.0,1.0,0,palkitseminen
0.06567274736060395,0.6568742394447327,0.6274938583374023,0.689141035079956,1.0,1.0,0,hempeä
0.026500783448781474,0.6820228397846222,0.6727717518806458,0.6915763318538666,1.0,1.0,0,kiertää
